IDCLIENTE;RUT;NOMBRE;APELLIDOPATERNO;APELLIDOMATERNO;TELEFONO;EMAIL;DIRECCION;CIUDAD;CODIGOPOSTAL;FECHAREGISTRO;ESTADO;RUT_CIFRADO;EMAIL_CIFRADO
24044;XX.XXX.XXX-X;Agustín, Maldonado, Montes;NO DISPONIBLE;NO DISPONIBLE;+56943262881;NO DISPONIBLE;Avenida Sarmiento 7109;Linares;3607;2015-08-16;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
25366;XX.XXX.XXX-X;Mateo;Alvarez;NO DISPONIBLE;+56917501610;zkupakozr164@example.com;Camino Belgrano 6039;Osorno;5431;2015-08-06;Descartado;XX.XXX.XXX-X;zkupakozr164@example.com
24641;XX.XXX.XXX-X;Clara;Vega;NO DISPONIBLE;+56992709281;qssjz305@example.com;Camino Colón 5289 dpto. 1603;Iquique;5636;2015-06-14;Descartado;XX.XXX.XXX-X;qssjz305@example.com
24344;XX.XXX.XXX-X;Alma, Sandoval, Chávez;NO DISPONIBLE;NO DISPONIBLE;+56959494560;dnxkds333@testmail.org;Ruta Colón 6235 dpto. 1431;Castro;4809;2015-06-03;Descartado;XX.XXX.XXX-X;dnxkds333@testmail.org
21243;XX.XXX.XXX-X;Gloria, Ramos;NO DISPONIBLE;NO DISPONIBLE;+56967775894;utxfnxnl273@mailserver.io;Avenida Bolívar 8017 dpto. 60;Osorno;5287;2015-05-30;Descartado;XX.XXX.XXX-X;utxfnxnl273@mailserver.io
25261;XX.XXX.XXX-X;Natalia;Quiroga;NO DISPONIBLE;+56938051707;vpbpmi485@demo.net;Ruta José Miguel Carrera 4103;Valparaíso;4402;2015-05-19;Descartado;XX.XXX.XXX-X;vpbpmi485@demo.net
21137;XX.XXX.XXX-X;Valentina;NO DISPONIBLE;NO DISPONIBLE;+56962632518;dvnlnysf587@mailserver.io;NO DISPONIBLE;La Serena;5850;2015-05-06;Descartado;XX.XXX.XXX-X;dvnlnysf587@mailserver.io
21486;XX.XXX.XXX-X;Álvaro;Benítez;NO DISPONIBLE;+56958462168;NO DISPONIBLE;Avenida San Martín 4750 dpto. 912;Villa Alemana;1384;2015-05-04;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
23019;XX.XXX.XXX-X;Mónica, Navarro, Saavedra;NO DISPONIBLE;NO DISPONIBLE;+56985098543;bpdauzixx605@testmail.org;Camino Las Heras 9335;Lota;8633;2015-05-01;Descartado;XX.XXX.XXX-X;bpdauzixx605@testmail.org
23107;XX.XXX.XXX-X;Guadalupe;NO DISPONIBLE;NO DISPONIBLE;+56935758804;wjwhlkov179@mailserver.io;NO DISPONIBLE;Buin;7752;2015-04-11;Descartado;XX.XXX.XXX-X;wjwhlkov179@mailserver.io
21405;XX.XXX.XXX-X;Alicia;Benítez;Cárdenas;+56956878125;medmxdgf723@mailserver.io;Ruta Santa Rosa 7983;Hualpén;9819;2015-04-08;Descartado;XX.XXX.XXX-X;medmxdgf723@mailserver.io
23910;XX.XXX.XXX-X;Emilio;Castro;Camacho;NO DISPONIBLE;bdlrwjoin219@demo.net;Camino Las Heras 6840 dpto. 204;Peñaflor;7956;2015-03-16;Descartado;XX.XXX.XXX-X;bdlrwjoin219@demo.net
22813;XX.XXX.XXX-X;Marcos, Fuentes;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;ztvpbsd801@demo.net;Avenida Mitre 4232;Valdivia;2467;2015-01-12;Descartado;XX.XXX.XXX-X;ztvpbsd801@demo.net
21211;XX.XXX.XXX-X;Esteban;Benítez;NO DISPONIBLE;+56960407708;sbxponnt579@sample.cl;Avenida Santa Rosa 1561;Curicó;2759;2014-12-05;Descartado;XX.XXX.XXX-X;sbxponnt579@sample.cl
23288;XX.XXX.XXX-X;Clara, Romero;NO DISPONIBLE;NO DISPONIBLE;+56925403101;szkucax100@sample.cl;NO DISPONIBLE;Los Ángeles;4726;2014-11-15;Descartado;XX.XXX.XXX-X;szkucax100@sample.cl
25097;XX.XXX.XXX-X;Álvaro;NO DISPONIBLE;NO DISPONIBLE;+56963496195;eugaw781@example.com;Ruta Sarmiento 4697;Colina;6658;2014-10-03;Descartado;XX.XXX.XXX-X;eugaw781@example.com
22084;XX.XXX.XXX-X;Francisco, Moreno, Aguilar;NO DISPONIBLE;NO DISPONIBLE;+56934234402;fbtqbd563@testmail.org;NO DISPONIBLE;Angol;5906;2014-09-29;Descartado;XX.XXX.XXX-X;fbtqbd563@testmail.org
22593;XX.XXX.XXX-X;Amelia, Jiménez;NO DISPONIBLE;NO DISPONIBLE;+56998261762;edxhnvz702@demo.net;Camino OHiggins 9444;Antofagasta;4032;2014-09-22;Descartado;XX.XXX.XXX-X;edxhnvz702@demo.net
23224;XX.XXX.XXX-X;Mariana, Barrera, Zapata;NO DISPONIBLE;NO DISPONIBLE;+56912772463;dxfvjuatr709@mailserver.io;NO DISPONIBLE;San Antonio;6570;2014-08-27;Descartado;XX.XXX.XXX-X;dxfvjuatr709@mailserver.io
23989;XX.XXX.XXX-X;Bruno, Mejía, Gutiérrez;NO DISPONIBLE;NO DISPONIBLE;+56913235909;elttyg633@sample.cl;Camino Sucre 5049 dpto. 1328;El Bosque;9558;2014-08-16;Descartado;XX.XXX.XXX-X;elttyg633@sample.cl
21449;XX.XXX.XXX-X;Fernando, Martínez, Pineda;NO DISPONIBLE;NO DISPONIBLE;+56950869725;NO DISPONIBLE;NO DISPONIBLE;Santiago;1965;2014-08-07;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
22240;XX.XXX.XXX-X;Tomás;González;Manrique;+56932799158;NO DISPONIBLE;Ruta Sucre 4335 dpto. 1835;Copiapó;3440;2014-08-05;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
20862;XX.XXX.XXX-X;Victoria;NO DISPONIBLE;NO DISPONIBLE;+56966519415;anaocu271@example.com;NO DISPONIBLE;Arica;3170;2014-07-10;Descartado;XX.XXX.XXX-X;anaocu271@example.com
21530;XX.XXX.XXX-X;Carlos;Cárdenas;Espinoza;NO DISPONIBLE;jjbst345@sample.cl;Camino Las Heras 7108;Calama;5762;2014-07-10;Descartado;XX.XXX.XXX-X;jjbst345@sample.cl
24401;XX.XXX.XXX-X;Emilio;Orozco;NO DISPONIBLE;+56987528504;vxtweqjbn223@demo.net;Avenida José Miguel Carrera 7107 dpto. 954;Cauquenes;1889;2014-07-05;Descartado;XX.XXX.XXX-X;vxtweqjbn223@demo.net
22471;XX.XXX.XXX-X;Patricia;Navarro;NO DISPONIBLE;+56943097252;fxmieknn460@demo.net;Ruta Mitre 477 dpto. 1129;Quillota;4001;2014-06-09;Descartado;XX.XXX.XXX-X;fxmieknn460@demo.net
22453;XX.XXX.XXX-X;Ignacio, Manrique;NO DISPONIBLE;NO DISPONIBLE;+56939380572;vayylx425@mailserver.io;Ruta Rivadavia 7254 dpto. 2494;Rancagua;1754;2014-06-06;Descartado;XX.XXX.XXX-X;vayylx425@mailserver.io
21685;XX.XXX.XXX-X;Natalia;Saavedra;Valencia;NO DISPONIBLE;lmmxyrzh422@sample.cl;Camino Bolívar 5610;Talca;5244;2014-04-20;Descartado;XX.XXX.XXX-X;lmmxyrzh422@sample.cl
22410;XX.XXX.XXX-X;Bruno;Peña;Mejía;+56933573267;onlhyo406@testmail.org;NO DISPONIBLE;Valparaíso;9547;2014-03-30;Descartado;XX.XXX.XXX-X;onlhyo406@testmail.org
22738;XX.XXX.XXX-X;Felipe, Reyes;NO DISPONIBLE;NO DISPONIBLE;+56918794703;qbmwqv364@testmail.org;NO DISPONIBLE;Lota;4749;2014-03-25;Descartado;XX.XXX.XXX-X;qbmwqv364@testmail.org
25423;XX.XXX.XXX-X;Fernando, Saavedra;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;rmbem173@mailserver.io;Calle Esmeralda 8252;Colina;9702;2014-03-22;Descartado;XX.XXX.XXX-X;rmbem173@mailserver.io
23724;XX.XXX.XXX-X;Tomás, Gallegos, Solís;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;vveobqy776@testmail.org;NO DISPONIBLE;Puerto Montt;5434;2014-03-17;Descartado;XX.XXX.XXX-X;vveobqy776@testmail.org
24469;XX.XXX.XXX-X;Carlos, García, Sánchez;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;nnuvtak671@demo.net;Ruta Las Heras 1440 dpto. 1353;Angol;6210;2014-03-03;Descartado;XX.XXX.XXX-X;nnuvtak671@demo.net
25165;XX.XXX.XXX-X;Gerardo;Castro;Velasco;+56952126574;npbjqkp536@example.com;Calle San Martín 8383;Talcahuano;3328;2014-02-25;Descartado;XX.XXX.XXX-X;npbjqkp536@example.com
21056;XX.XXX.XXX-X;Isabel;Benítez;NO DISPONIBLE;NO DISPONIBLE;iemodzo510@demo.net;Ruta Sucre 867 dpto. 2387;Talca;3974;2014-02-24;Descartado;XX.XXX.XXX-X;iemodzo510@demo.net
22665;XX.XXX.XXX-X;Marcos;Molina;Cervantes;+56942612099;thkyavdfl769@demo.net;Camino Santa Rosa 5553;Talca;9600;2014-02-17;Descartado;XX.XXX.XXX-X;thkyavdfl769@demo.net
24963;XX.XXX.XXX-X;Silvia, Delgado;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;nxjcwfbf502@demo.net;Camino Mitre 4079;Hualpén;6854;2014-02-06;Descartado;XX.XXX.XXX-X;nxjcwfbf502@demo.net
24971;XX.XXX.XXX-X;Luis;Palacios;NO DISPONIBLE;+56943279434;caocoym118@mailserver.io;Camino Moreno 4658 dpto. 498;Lo Prado;4598;2014-01-12;Descartado;XX.XXX.XXX-X;caocoym118@mailserver.io
21603;XX.XXX.XXX-X;Lorena, Quintero;NO DISPONIBLE;NO DISPONIBLE;+56949444763;tsiztin489@demo.net;Ruta Bolívar 1435 dpto. 1733;Penco;5585;2014-01-02;Descartado;XX.XXX.XXX-X;tsiztin489@demo.net
21665;XX.XXX.XXX-X;Mariana;Barrera;Quintero;NO DISPONIBLE;olvssmh179@demo.net;Calle José Miguel Carrera 3078;Valdivia;2167;2013-11-26;Descartado;XX.XXX.XXX-X;olvssmh179@demo.net
21327;XX.XXX.XXX-X;Natalia;NO DISPONIBLE;NO DISPONIBLE;+56981305325;gudgzctf495@mailserver.io;Calle Esmeralda 7859 dpto. 1187;Copiapó;9621;2013-11-17;Descartado;XX.XXX.XXX-X;gudgzctf495@mailserver.io
24535;XX.XXX.XXX-X;Fernando;Del Valle;Aguirre;NO DISPONIBLE;xtgaivhdw168@mailserver.io;Ruta La Paz 3629;Vitacura;7354;2013-10-28;Descartado;XX.XXX.XXX-X;xtgaivhdw168@mailserver.io
22850;XX.XXX.XXX-X;Julio;Rodríguez;Castillo;+56953511065;xlnmpk442@mailserver.io;Calle Moreno 7012 dpto. 821;Coyhaique;8806;2013-10-18;Descartado;XX.XXX.XXX-X;xlnmpk442@mailserver.io
21403;XX.XXX.XXX-X;Alma, Escobar;NO DISPONIBLE;NO DISPONIBLE;+56938520229;hekrsg288@mailserver.io;Ruta Las Heras 3043;Talca;2178;2013-10-15;Descartado;XX.XXX.XXX-X;hekrsg288@mailserver.io
25757;XX.XXX.XXX-X;Sebastián;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;lstjbopcu987@example.com;Calle OHiggins 4940;Rancagua;9390;2013-10-14;Descartado;XX.XXX.XXX-X;lstjbopcu987@example.com
25015;XX.XXX.XXX-X;Carmen;Pacheco;Núñez;NO DISPONIBLE;slbgmvsco419@mailserver.io;Camino La Paz 8088 dpto. 2128;Linares;7853;2013-09-27;Descartado;XX.XXX.XXX-X;slbgmvsco419@mailserver.io
22519;XX.XXX.XXX-X;Natalia, Ramírez, Muñoz;NO DISPONIBLE;NO DISPONIBLE;+56941851550;NO DISPONIBLE;Camino Esmeralda 314 dpto. 436;Peñaflor;7850;2013-09-25;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
21803;XX.XXX.XXX-X;Alan, Villanueva;NO DISPONIBLE;NO DISPONIBLE;+56924170553;fnxqbn888@testmail.org;Camino Las Heras 6668;Machalí;4623;2013-09-18;Descartado;XX.XXX.XXX-X;fnxqbn888@testmail.org
23481;XX.XXX.XXX-X;Andrea;Hernández;NO DISPONIBLE;+56984963381;mbqlmmpz171@mailserver.io;Camino Artigas 2876 dpto. 1791;Arica;1013;2013-09-11;Descartado;XX.XXX.XXX-X;mbqlmmpz171@mailserver.io
22408;XX.XXX.XXX-X;Luis, Escobar;NO DISPONIBLE;NO DISPONIBLE;+56968363545;lydevx444@sample.cl;Ruta Belgrano 7995;Arica;1728;2013-09-09;Descartado;XX.XXX.XXX-X;lydevx444@sample.cl
21363;XX.XXX.XXX-X;Isabel, Jiménez;NO DISPONIBLE;NO DISPONIBLE;+56967646934;txywkv441@example.com;Calle Las Heras 4060;La Serena;3683;2013-08-25;Descartado;XX.XXX.XXX-X;txywkv441@example.com
21666;XX.XXX.XXX-X;Rebeca;Estrada;NO DISPONIBLE;+56978242475;quwary895@testmail.org;Avenida Santa Rosa 2802;Chillán;9561;2013-08-08;Descartado;XX.XXX.XXX-X;quwary895@testmail.org
22069;XX.XXX.XXX-X;Jorge, Velasco, Soto;NO DISPONIBLE;NO DISPONIBLE;+56941073498;lgvzizhfw794@example.com;Camino Moreno 8315;Linares;3280;2013-07-21;Descartado;XX.XXX.XXX-X;lgvzizhfw794@example.com
22290;XX.XXX.XXX-X;Lucas;Arellano;Mejía;+56957579170;NO DISPONIBLE;Calle Alvear 3244 dpto. 1019;Castro;1414;2013-05-12;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
21846;XX.XXX.XXX-X;Enrique;Villanueva;NO DISPONIBLE;+56920077887;wvcmgkck719@sample.cl;Camino Yrigoyen 7130 dpto. 1435;Curicó;6174;2013-04-30;Descartado;XX.XXX.XXX-X;wvcmgkck719@sample.cl
23548;XX.XXX.XXX-X;Sebastián, Valencia;NO DISPONIBLE;NO DISPONIBLE;+56924588622;NO DISPONIBLE;Calle La Paz 9631;Temuco;8323;2013-04-09;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
24879;XX.XXX.XXX-X;Álex, Quintero, Camacho;NO DISPONIBLE;NO DISPONIBLE;+56960204275;cthkzgf165@mailserver.io;Avenida Moreno 5776;Lota;1124;2013-03-26;Descartado;XX.XXX.XXX-X;cthkzgf165@mailserver.io
25038;XX.XXX.XXX-X;Hugo, Miranda;NO DISPONIBLE;NO DISPONIBLE;+56986682313;lfpvb210@testmail.org;Avenida Las Heras 7179;Copiapó;4805;2013-03-13;Descartado;XX.XXX.XXX-X;lfpvb210@testmail.org
25396;XX.XXX.XXX-X;Bruno;Castillo;NO DISPONIBLE;+56924057145;NO DISPONIBLE;Ruta Esmeralda 4432 dpto. 1569;Vitacura;4145;2013-03-06;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
22140;XX.XXX.XXX-X;Raquel;Valdez;Guerrero;+56913096372;wnxhf160@demo.net;NO DISPONIBLE;Concepción;1624;2013-03-05;Descartado;XX.XXX.XXX-X;wnxhf160@demo.net
22936;XX.XXX.XXX-X;Eduardo;Palacios;NO DISPONIBLE;+56950616656;NO DISPONIBLE;NO DISPONIBLE;Ovalle;6062;2013-02-17;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
23345;XX.XXX.XXX-X;Manuel;Alvarez;Bravo;+56912595286;qqcbmpi331@sample.cl;Camino José Miguel Carrera 9656 dpto. 2442;Temuco;8107;2013-02-13;Descartado;XX.XXX.XXX-X;qqcbmpi331@sample.cl
20981;XX.XXX.XXX-X;Elena;Gallegos;NO DISPONIBLE;+56933412249;flwxgaibzn991@example.com;Ruta José Miguel Carrera 4956 dpto. 1301;San Antonio;7638;2013-01-29;Descartado;XX.XXX.XXX-X;flwxgaibzn991@example.com
22530;XX.XXX.XXX-X;Irene;Acosta;Villalobos;NO DISPONIBLE;NO DISPONIBLE;Ruta José Miguel Carrera 3432;Chillán;8692;2013-01-27;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
22642;XX.XXX.XXX-X;Evelyn;NO DISPONIBLE;NO DISPONIBLE;+56917914667;xpaxgnfi273@mailserver.io;Camino Bolívar 2873;Providencia;8818;2013-01-13;Descartado;XX.XXX.XXX-X;xpaxgnfi273@mailserver.io
24238;XX.XXX.XXX-X;Ricardo, Zapata;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;djvgwuzui401@mailserver.io;Ruta Independencia 7879;Talca;8514;2013-01-10;Descartado;XX.XXX.XXX-X;djvgwuzui401@mailserver.io
22537;XX.XXX.XXX-X;Julio;NO DISPONIBLE;NO DISPONIBLE;+56957637137;sofdoi568@mailserver.io;NO DISPONIBLE;Temuco;9443;2012-12-22;Descartado;XX.XXX.XXX-X;sofdoi568@mailserver.io
21500;XX.XXX.XXX-X;Javier;Romero;López;+56974329045;djclvdj388@sample.cl;Ruta Independencia 6619 dpto. 862;Iquique;2969;2012-10-30;Descartado;XX.XXX.XXX-X;djclvdj388@sample.cl
25666;XX.XXX.XXX-X;Miguel;Vargas;NO DISPONIBLE;+56916603858;mvcnodrvo884@example.com;Calle Artigas 3429;Padre Hurtado;2758;2012-10-06;Descartado;XX.XXX.XXX-X;mvcnodrvo884@example.com
24959;XX.XXX.XXX-X;Natalia, Escobar, Orozco;NO DISPONIBLE;NO DISPONIBLE;+56980796871;himtcxg235@demo.net;Ruta Artigas 8014;Arica;3109;2012-09-26;Descartado;XX.XXX.XXX-X;himtcxg235@demo.net
21840;XX.XXX.XXX-X;Salvador;Fernández;Solís;+56934618825;qjwxhb928@sample.cl;Avenida San Martín 5217 dpto. 1414;Huechuraba;3130;2012-09-12;Descartado;XX.XXX.XXX-X;qjwxhb928@sample.cl
21395;XX.XXX.XXX-X;Ángel;Silva;Valdez;+56973665000;lmvabopz314@mailserver.io;Avenida Moreno 8106;Chillán;6005;2012-09-11;Descartado;XX.XXX.XXX-X;lmvabopz314@mailserver.io
25740;XX.XXX.XXX-X;Raquel;Trejo;Padilla;NO DISPONIBLE;ajaoiwte781@testmail.org;Ruta Yrigoyen 5759;Talcahuano;3743;2012-08-03;Descartado;XX.XXX.XXX-X;ajaoiwte781@testmail.org
23908;XX.XXX.XXX-X;Gabriela, Castillo;NO DISPONIBLE;NO DISPONIBLE;+56912322670;tmflw633@testmail.org;Avenida Yrigoyen 1554 dpto. 1115;Coronel;1524;2012-07-29;Descartado;XX.XXX.XXX-X;tmflw633@testmail.org
23119;XX.XXX.XXX-X;Carmen, Estrada, Silva;NO DISPONIBLE;NO DISPONIBLE;+56991801736;fokxyxf902@mailserver.io;Avenida Santa Rosa 8841 dpto. 783;Arica;6886;2012-07-27;Descartado;XX.XXX.XXX-X;fokxyxf902@mailserver.io
21906;XX.XXX.XXX-X;Enrique;Acosta;NO DISPONIBLE;+56953670615;hyzhkgd543@testmail.org;Ruta Moreno 4130 dpto. 687;Calama;1965;2012-06-30;Descartado;XX.XXX.XXX-X;hyzhkgd543@testmail.org
22042;XX.XXX.XXX-X;Alberto;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;msjpojdkj203@mailserver.io;Calle Mitre 770;El Bosque;2332;2012-06-13;Descartado;XX.XXX.XXX-X;msjpojdkj203@mailserver.io
23450;XX.XXX.XXX-X;Tomás;Sandoval;Campos;+56937374572;epdhb227@example.com;Ruta San Martín 8238 dpto. 2356;Rancagua;1301;2012-04-24;Descartado;XX.XXX.XXX-X;epdhb227@example.com
24694;XX.XXX.XXX-X;Gerardo, Moreno, Zamora;NO DISPONIBLE;NO DISPONIBLE;+56955106912;aalyrgfi323@testmail.org;Avenida La Paz 9336 dpto. 96;Cauquenes;8328;2012-04-22;Descartado;XX.XXX.XXX-X;aalyrgfi323@testmail.org
23333;XX.XXX.XXX-X;Emma, Quiroga;NO DISPONIBLE;NO DISPONIBLE;+56914714528;NO DISPONIBLE;Ruta Moreno 5390 dpto. 1869;San Felipe;8306;2012-04-18;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
23158;XX.XXX.XXX-X;Irene, Silva;NO DISPONIBLE;NO DISPONIBLE;+56943228468;fboefu618@sample.cl;Ruta José Miguel Carrera 511;Villa Alemana;8612;2012-04-06;Descartado;XX.XXX.XXX-X;fboefu618@sample.cl
22606;XX.XXX.XXX-X;Ana;Miranda;NO DISPONIBLE;+56968004541;yrgpbc417@example.com;NO DISPONIBLE;Concepción;2835;2012-04-03;Descartado;XX.XXX.XXX-X;yrgpbc417@example.com
23513;XX.XXX.XXX-X;Miguel, Campos;NO DISPONIBLE;NO DISPONIBLE;+56923001816;ymabvlppa363@testmail.org;Camino Santa Rosa 8613 dpto. 1089;Penco;9702;2012-03-22;Descartado;XX.XXX.XXX-X;ymabvlppa363@testmail.org
22735;XX.XXX.XXX-X;Alicia;Trejo;Ríos;+56958196967;rqjgqtw952@sample.cl;Camino San Martín 2538 dpto. 302;Providencia;3238;2012-03-19;Descartado;XX.XXX.XXX-X;rqjgqtw952@sample.cl
25641;XX.XXX.XXX-X;Carolina;Vega;NO DISPONIBLE;+56930764675;cfeucbpig235@mailserver.io;Calle Esmeralda 456 dpto. 120;Copiapó;9469;2012-02-21;Descartado;XX.XXX.XXX-X;cfeucbpig235@mailserver.io
22940;XX.XXX.XXX-X;Sebastián;Salinas;Gutiérrez;+56930570504;oivioeojo176@sample.cl;Ruta San Martín 5978 dpto. 1792;Machalí;4482;2012-02-18;Descartado;XX.XXX.XXX-X;oivioeojo176@sample.cl
22115;XX.XXX.XXX-X;Inés;Benítez;Herrera;+56954258961;NO DISPONIBLE;Avenida Larraín 3469 dpto. 770;Arica;1188;2012-02-05;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
21958;XX.XXX.XXX-X;Natalia, Alvarado;NO DISPONIBLE;NO DISPONIBLE;+56975334776;troycnxlf317@demo.net;Calle Belgrano 6418 dpto. 1227;Angol;2282;2012-02-04;Descartado;XX.XXX.XXX-X;troycnxlf317@demo.net
25004;XX.XXX.XXX-X;Alberto, Espinoza, Palacios;NO DISPONIBLE;NO DISPONIBLE;+56956111275;tndvctkar899@demo.net;Ruta OHiggins 4304;Coronel;2612;2012-01-21;Descartado;XX.XXX.XXX-X;tndvctkar899@demo.net
20818;XX.XXX.XXX-X;Ricardo, Ledesma;NO DISPONIBLE;NO DISPONIBLE;+56941510162;jgaatqhfwl410@testmail.org;Camino Bolívar 8464;Angol;4873;2012-01-06;Descartado;XX.XXX.XXX-X;jgaatqhfwl410@testmail.org
20968;XX.XXX.XXX-X;Estefanía, Cabrera;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;axdefxg580@demo.net;Avenida Esmeralda 7795 dpto. 863;San Felipe;4198;2012-01-04;Descartado;XX.XXX.XXX-X;axdefxg580@demo.net
24122;XX.XXX.XXX-X;Felipe;NO DISPONIBLE;NO DISPONIBLE;+56946257934;uhcoqhudy218@demo.net;Ruta Sucre 1110 dpto. 70;Antofagasta;5951;2011-11-27;Descartado;XX.XXX.XXX-X;uhcoqhudy218@demo.net
22664;XX.XXX.XXX-X;Amelia, Fernández, Ibarra;NO DISPONIBLE;NO DISPONIBLE;+56962734971;shtdtzv177@example.com;Ruta Independencia 1818;Calama;1906;2011-11-20;Descartado;XX.XXX.XXX-X;shtdtzv177@example.com
23376;XX.XXX.XXX-X;Miguel;Guerrero;NO DISPONIBLE;+56939612844;ybbpbkvv180@sample.cl;Ruta Santa Rosa 5662 dpto. 1790;Arica;1644;2011-11-14;Descartado;XX.XXX.XXX-X;ybbpbkvv180@sample.cl
20900;XX.XXX.XXX-X;Álvaro;Hernández;Solís;+56952288114;uaavfei703@mailserver.io;Camino Yrigoyen 2411 dpto. 1960;Melipilla;2016;2011-11-13;Descartado;XX.XXX.XXX-X;uaavfei703@mailserver.io
21725;XX.XXX.XXX-X;Isabel;Hernández;García;+56955794019;cfqpxmmv891@testmail.org;Calle San Martín 9303 dpto. 557;Puerto Montt;9446;2011-10-12;Descartado;XX.XXX.XXX-X;cfqpxmmv891@testmail.org
25405;XX.XXX.XXX-X;Raquel;Guerrero;Martínez;+56976713192;nrldobek298@example.com;Ruta Belgrano 1410;Puente Alto;4946;2011-09-29;Descartado;XX.XXX.XXX-X;nrldobek298@example.com
21371;XX.XXX.XXX-X;Jorge;Romero;NO DISPONIBLE;+56940395754;mukamz199@mailserver.io;Camino Sucre 8471;Villa Alemana;6646;2011-09-09;Descartado;XX.XXX.XXX-X;mukamz199@mailserver.io
21081;XX.XXX.XXX-X;Ángel;Moreno;NO DISPONIBLE;+56935922140;cwhpypp725@sample.cl;NO DISPONIBLE;Talca;6033;2011-09-07;Descartado;XX.XXX.XXX-X;cwhpypp725@sample.cl
22762;XX.XXX.XXX-X;Tomás;NO DISPONIBLE;NO DISPONIBLE;+56934717559;uyxab607@testmail.org;Avenida Alvear 2728 dpto. 552;Valparaíso;6283;2011-09-05;Descartado;XX.XXX.XXX-X;uyxab607@testmail.org
24204;XX.XXX.XXX-X;Alma, Bustamante, Rentería;NO DISPONIBLE;NO DISPONIBLE;+56945928542;NO DISPONIBLE;NO DISPONIBLE;Chillán;4998;2011-08-28;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
21588;XX.XXX.XXX-X;Berta, Espinoza;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;hsvunrhx514@example.com;Calle Bolívar 1314 dpto. 362;Padre Hurtado;9390;2011-08-14;Descartado;XX.XXX.XXX-X;hsvunrhx514@example.com
20939;XX.XXX.XXX-X;Julio, Aguilar, Ruiz;NO DISPONIBLE;NO DISPONIBLE;+56924311433;NO DISPONIBLE;Ruta Independencia 5951;Arica;3052;2011-07-25;Descartado;XX.XXX.XXX-X;NO DISPONIBLE
25311;XX.XXX.XXX-X;Tomás;Maldonado;NO DISPONIBLE;+56928042953;ssypipn873@demo.net;Calle Yrigoyen 6477 dpto. 464;Copiapó;4423;2011-07-24;Descartado;XX.XXX.XXX-X;ssypipn873@demo.net
22518;XX.XXX.XXX-X;Andrés, Delgado;NO DISPONIBLE;NO DISPONIBLE;NO DISPONIBLE;wsogt298@example.com;NO DISPONIBLE;Padre Hurtado;4818;2011-07-13;Descartado;XX.XXX.XXX-X;wsogt298@example.com
24805;XX.XXX.XXX-X;Estefanía;Castillo;Del Valle;+56911403307;wyifjsur988@testmail.org;Camino Esmeralda 5750 dpto. 422;Talcahuano;9939;2011-07-10;Descartado;XX.XXX.XXX-X;wyifjsur988@testmail.org
22478;XX.XXX.XXX-X;Mónica, Navarro;NO DISPONIBLE;NO DISPONIBLE;+56931798750;fibehjq163@demo.net;Camino Yrigoyen 5174 dpto. 2201;Talcahuano;2517;2011-06-30;Descartado;XX.XXX.XXX-X;fibehjq163@demo.net
24449;XX.XXX.XXX-X;Hugo, Ruiz, Sánchez;NO DISPONIBLE;NO DISPONIBLE;+56914609973;wvxddhtg929@example.com;Avenida Esmeralda 1920;Ovalle;8707;2011-05-17;Descartado;XX.XXX.XXX-X;wvxddhtg929@example.com
25026;XX.XXX.XXX-X;Berta;Ruiz;NO DISPONIBLE;+56958495390;kxanjxvk278@example.com;Ruta Colón 7709;Maipú;3571;2011-04-24;Descartado;XX.XXX.XXX-X;kxanjxvk278@example.com
23592;XX.XXX.XXX-X;Sebastián;NO DISPONIBLE;NO DISPONIBLE;+56941977110;fngvlgv569@demo.net;Avenida José Miguel Carrera 9793 dpto. 1494;La Serena;7603;2011-04-20;Descartado;XX.XXX.XXX-X;fngvlgv569@demo.net
21127;XX.XXX.XXX-X;Daniel;NO DISPONIBLE;NO DISPONIBLE;+56968982572;nuhcawklp251@testmail.org;Ruta Artigas 5148;Osorno;7270;2011-04-15;Descartado;XX.XXX.XXX-X;nuhcawklp251@testmail.org
